mapping_id,domestic_asset_id,foreign_asset_id,domestic_symbol,foreign_symbol,domestic_name,foreign_name,domestic_asset_type,foreign_asset_type,domestic_exchange,foreign_exchange,domestic_country,foreign_country,underlying_group,currency_domestic,currency_foreign,unit_domestic,unit_foreign,unit_conversion,fx_conversion_needed,trading_hour_overlap,relation_type,strategy_type,direction_supported,mapping_confidence,data_source,source_status,notes
DOMESTIC_FOREIGN_SAME_UNDERLYING_FUT_DCE_M_FUT_CBOT_ZM,FUT_DCE_M,FUT_CBOT_ZM,M,ZM,豆粕,CBOT豆粕,FUTURE,FUTURE,DCE,CBOT,CN,US,SOYBEAN_MEAL,CNY,USD,CHECK,CHECK,CHECK,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_SAME_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,HIGH,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_SAME_UNDERLYING_FUT_DCE_Y_FUT_CBOT_ZL,FUT_DCE_Y,FUT_CBOT_ZL,Y,ZL,豆油,CBOT豆油,FUTURE,FUTURE,DCE,CBOT,CN,US,SOYBEAN_OIL,CNY,USD,CHECK,CHECK,CHECK,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_SAME_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,HIGH,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_SAME_UNDERLYING_FUT_DCE_C_FUT_CBOT_ZC,FUT_DCE_C,FUT_CBOT_ZC,C,ZC,玉米,CBOT玉米,FUTURE,FUTURE,DCE,CBOT,CN,US,CORN,CNY,USD,CHECK,CHECK,bushel_to_metric_ton_conversion_needed,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_SAME_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,HIGH,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_SAME_UNDERLYING_FUT_CZCE_PM_FUT_CBOT_ZW,FUT_CZCE_PM,FUT_CBOT_ZW,PM,ZW,普麦,CBOT小麦,FUTURE,FUTURE,CZCE,CBOT,CN,US,COMMON_WHEAT,CNY,USD,CHECK,CHECK,bushel_to_metric_ton_conversion_needed,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_SAME_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,HIGH,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_SAME_UNDERLYING_FUT_CZCE_WT_FUT_KCBT_KE,FUT_CZCE_WT,FUT_KCBT_KE,WT,KE,硬麦,KCBT硬红冬麦,FUTURE,FUTURE,CZCE,KCBT,CN,US,HARD_WHEAT,CNY,USD,CHECK,CHECK,bushel_to_metric_ton_conversion_needed,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_SAME_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_SAME_UNDERLYING_FUT_CZCE_WH_FUT_CBOT_ZW_STRONG,FUT_CZCE_WH,FUT_CBOT_ZW_STRONG,WH,ZW,强麦,CBOT小麦,FUTURE,FUTURE,CZCE,CBOT,CN,US,STRONG_WHEAT,CNY,USD,CHECK,CHECK,bushel_to_metric_ton_conversion_needed,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_SAME_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_SAME_UNDERLYING_FUT_DCE_P_FUT_BMD_FCPO,FUT_DCE_P,FUT_BMD_FCPO,P,FCPO,棕榈油,BMD棕榈油,FUTURE,FUTURE,DCE,BMD,CN,MY,PALM_OIL,CNY,MYR,CHECK,CHECK,metric_ton_conversion_needed,Y,PARTIAL_ASIA_HOURS_OVERLAP,DOMESTIC_FOREIGN_SAME_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,HIGH,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_SAME_UNDERLYING_FUT_CZCE_SR_FUT_ICE_SB,FUT_CZCE_SR,FUT_ICE_SB,SR,SB,白糖,ICE原糖11号,FUTURE,FUTURE,CZCE,ICE,CN,US,SUGAR,CNY,USD,CHECK,CHECK,CHECK,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_SAME_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,HIGH,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_SAME_UNDERLYING_FUT_CZCE_CF_FUT_ICE_CT,FUT_CZCE_CF,FUT_ICE_CT,CF,CT,郑棉,ICE棉花2号,FUTURE,FUTURE,CZCE,ICE,CN,US,COTTON,CNY,USD,CHECK,CHECK,CHECK,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_SAME_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,HIGH,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_DCE_LH_FUT_CME_HE,FUT_DCE_LH,FUT_CME_HE,LH,HE,生猪,CME瘦肉猪,FUTURE,FUTURE,DCE,CME,CN,US,LIVE_HOG,CNY,USD,CHECK,CHECK,CHECK,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_RELATED_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_DCE_JD_REF_GLOBAL_EGG,FUT_DCE_JD,REF_GLOBAL_EGG,JD,EGG,鸡蛋,全球鸡蛋参考,FUTURE,INDEX,DCE,GLOBAL,CN,GLOBAL,EGG,CNY,USD,CHECK,CHECK,CHECK,Y,CHECK,DOMESTIC_FOREIGN_RELATED_UNDERLYING,REFERENCE_ONLY,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,LOW,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_CZCE_PK_REF_OILSEED_PEANUT,FUT_CZCE_PK,REF_OILSEED_PEANUT,PK,PEANUT,花生,油籽花生参考,FUTURE,INDEX,CZCE,GLOBAL,CN,GLOBAL,PEANUT,CNY,USD,CHECK,CHECK,CHECK,Y,CHECK,DOMESTIC_FOREIGN_RELATED_UNDERLYING,REFERENCE_ONLY,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,LOW,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_SAME_UNDERLYING_FUT_CZCE_RS_FUT_ICE_CANOLA,FUT_CZCE_RS,FUT_ICE_CANOLA,RS,RS,菜籽,ICE油菜籽,FUTURE,FUTURE,CZCE,ICE,CN,CA,RAPESEED,CNY,CAD,CHECK,CHECK,CHECK,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_SAME_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_SAME_UNDERLYING_FUT_CZCE_RS_FUT_MATIF_RAPESEED,FUT_CZCE_RS,FUT_MATIF_RAPESEED,RS,RAP,菜籽,MATIF油菜籽,FUTURE,FUTURE,CZCE,MATIF,CN,FR,RAPESEED,CNY,EUR,CHECK,CHECK,CHECK,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_SAME_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_CZCE_OI_FUT_ICE_CANOLA_OIL,FUT_CZCE_OI,FUT_ICE_CANOLA_OIL,OI,RSO,菜油,菜籽油参考,FUTURE,FUTURE,CZCE,ICE,CN,CA,RAPESEED_OIL,CNY,CAD,CHECK,CHECK,CHECK,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_RELATED_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_CZCE_RM_FUT_ICE_CANOLA_MEAL,FUT_CZCE_RM,FUT_ICE_CANOLA_MEAL,RM,RSM,菜粕,菜粕参考,FUTURE,FUTURE,CZCE,ICE,CN,CA,RAPESEED_MEAL,CNY,CAD,CHECK,CHECK,CHECK,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_RELATED_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_CZCE_PX_REF_ASIA_PX,FUT_CZCE_PX,REF_ASIA_PX,PX,PX,对二甲苯,亚洲PX指数,FUTURE,INDEX,CZCE,ASIA,CN,GLOBAL,PARAXYLENE,CNY,USD,CHECK,CHECK,CHECK,Y,CHECK,DOMESTIC_FOREIGN_RELATED_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_CZCE_TA_REF_ASIA_PTA,FUT_CZCE_TA,REF_ASIA_PTA,TA,PTA,PTA,亚洲PTA参考,FUTURE,INDEX,CZCE,ASIA,CN,GLOBAL,PTA,CNY,USD,CHECK,CHECK,CHECK,Y,CHECK,DOMESTIC_FOREIGN_RELATED_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_CZCE_MA_REF_GLOBAL_METHANOL,FUT_CZCE_MA,REF_GLOBAL_METHANOL,MA,MEOH,甲醇,甲醇参考,FUTURE,INDEX,CZCE,GLOBAL,CN,GLOBAL,METHANOL,CNY,USD,CHECK,CHECK,CHECK,Y,CHECK,DOMESTIC_FOREIGN_RELATED_UNDERLYING,REFERENCE_ONLY,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,LOW,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_DCE_L_REF_CME_LLDPE,FUT_DCE_L,REF_CME_LLDPE,L,LLDPE,塑料,CME线性低密度聚乙烯参考,FUTURE,INDEX,DCE,CME,CN,US,LLDPE,CNY,USD,CHECK,CHECK,CHECK,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_RELATED_UNDERLYING,REFERENCE_ONLY,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,LOW,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_DCE_V_REF_ASIA_PVC,FUT_DCE_V,REF_ASIA_PVC,V,PVC,PVC,亚洲PVC指数,FUTURE,INDEX,DCE,ASIA,CN,GLOBAL,PVC,CNY,USD,CHECK,CHECK,CHECK,Y,CHECK,DOMESTIC_FOREIGN_RELATED_UNDERLYING,REFERENCE_ONLY,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,LOW,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_DCE_PP_REF_ASIA_PP,FUT_DCE_PP,REF_ASIA_PP,PP,PP,聚丙烯,亚洲PP指数,FUTURE,INDEX,DCE,ASIA,CN,GLOBAL,POLYPROPYLENE,CNY,USD,CHECK,CHECK,CHECK,Y,CHECK,DOMESTIC_FOREIGN_RELATED_UNDERLYING,REFERENCE_ONLY,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,LOW,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_DCE_EG_REF_ASIA_MEG,FUT_DCE_EG,REF_ASIA_MEG,EG,MEG,乙二醇,亚洲乙二醇指数,FUTURE,INDEX,DCE,ASIA,CN,GLOBAL,ETHYLENE_GLYCOL,CNY,USD,CHECK,CHECK,CHECK,Y,CHECK,DOMESTIC_FOREIGN_RELATED_UNDERLYING,REFERENCE_ONLY,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,LOW,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_DCE_EB_REF_ASIA_STYRENE,FUT_DCE_EB,REF_ASIA_STYRENE,EB,SM,苯乙烯,亚洲苯乙烯指数,FUTURE,INDEX,DCE,ASIA,CN,GLOBAL,STYRENE,CNY,USD,CHECK,CHECK,CHECK,Y,CHECK,DOMESTIC_FOREIGN_RELATED_UNDERLYING,REFERENCE_ONLY,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,LOW,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_SHFE_BR_REF_ASIA_BUTADIENE_RUBBER,FUT_SHFE_BR,REF_ASIA_BUTADIENE_RUBBER,BR,BR,丁二烯橡胶,亚洲丁二烯橡胶指数,FUTURE,INDEX,SHFE,ASIA,CN,GLOBAL,BUTADIENE_RUBBER,CNY,USD,CHECK,CHECK,CHECK,Y,CHECK,DOMESTIC_FOREIGN_RELATED_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_SHFE_SP_REF_CME_PULP,FUT_SHFE_SP,REF_CME_PULP,SP,PULP,纸浆,CME纸浆参考,FUTURE,INDEX,SHFE,CME,CN,US,PULP,CNY,USD,CHECK,CHECK,CHECK,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_RELATED_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_CZCE_UR_REF_CME_UREA,FUT_CZCE_UR,REF_CME_UREA,UR,UREA,尿素,CME尿素参考,FUTURE,INDEX,CZCE,CME,CN,US,UREA,CNY,USD,CHECK,CHECK,CHECK,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_RELATED_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_CZCE_SA_REF_GLOBAL_SODA_ASH,FUT_CZCE_SA,REF_GLOBAL_SODA_ASH,SA,SODA,纯碱,国际纯碱指数,FUTURE,INDEX,CZCE,GLOBAL,CN,GLOBAL,SODA_ASH,CNY,USD,CHECK,CHECK,CHECK,Y,CHECK,DOMESTIC_FOREIGN_RELATED_UNDERLYING,REFERENCE_ONLY,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,LOW,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_CZCE_FG_REF_GLOBAL_GLASS,FUT_CZCE_FG,REF_GLOBAL_GLASS,FG,GLASS,玻璃,全球玻璃参考,FUTURE,INDEX,CZCE,GLOBAL,CN,GLOBAL,GLASS,CNY,USD,CHECK,CHECK,CHECK,Y,CHECK,DOMESTIC_FOREIGN_RELATED_UNDERLYING,REFERENCE_ONLY,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,LOW,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_GFEX_LC_FUT_CME_LITHIUM_HYDROXIDE,FUT_GFEX_LC,FUT_CME_LITHIUM_HYDROXIDE,LC,LTH,碳酸锂,CME氢氧化锂,FUTURE,FUTURE,GFEX,CME,CN,US,LITHIUM_CARBONATE,CNY,USD,CHECK,CHECK,CHECK,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_RELATED_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_GFEX_LC_FUT_LME_LITHIUM_HYDROXIDE,FUT_GFEX_LC,FUT_LME_LITHIUM_HYDROXIDE,LC,LITH,碳酸锂,LME氢氧化锂,FUTURE,FUTURE,GFEX,LME,CN,UK,LITHIUM_CARBONATE,CNY,USD,CHECK,CHECK,CHECK,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_RELATED_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_GFEX_LC_REF_FASTMARKETS_LITHIUM,FUT_GFEX_LC,REF_FASTMARKETS_LITHIUM,LC,LITHIUM,碳酸锂,Fastmarkets锂指数,FUTURE,INDEX,GFEX,FASTMARKETS,CN,GLOBAL,LITHIUM_CARBONATE,CNY,USD,CHECK,CHECK,CHECK,Y,CHECK,DOMESTIC_FOREIGN_RELATED_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_GFEX_SI_REF_SILICON_METAL,FUT_GFEX_SI,REF_SILICON_METAL,SI,SI,工业硅,欧美金属硅指数,FUTURE,INDEX,GFEX,GLOBAL,CN,GLOBAL,INDUSTRIAL_SILICON,CNY,USD,CHECK,CHECK,CHECK,Y,CHECK,DOMESTIC_FOREIGN_RELATED_UNDERLYING,REFERENCE_ONLY,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,LOW,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_RELATED_UNDERLYING_FUT_GFEX_PS_REF_POLYSILICON,FUT_GFEX_PS,REF_POLYSILICON,PS,PS,多晶硅,多晶硅价格指数,FUTURE,INDEX,GFEX,GLOBAL,CN,GLOBAL,POLYSILICON,CNY,USD,CHECK,CHECK,CHECK,Y,CHECK,DOMESTIC_FOREIGN_RELATED_UNDERLYING,INTERNATIONAL_ARBITRAGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_ETF_RELATED_FUT_CFFEX_IF_ETF_US_ASHR,FUT_CFFEX_IF,ETF_US_ASHR,IF,ASHR,沪深300股指期货,ASHR沪深300A股ETF,FUTURE,ETF,CFFEX,NYSEARCA,CN,US,CSI300,CNY,USD,CHECK,CHECK,index_multiplier_conversion_needed,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_ETF_RELATED,GLOBAL_MACRO_HEDGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_ETF_RELATED_FUT_CFFEX_IF_ETF_US_KBA,FUT_CFFEX_IF,ETF_US_KBA,IF,KBA,沪深300股指期货,KBA中国A股ETF,FUTURE,ETF,CFFEX,NYSEARCA,CN,US,CSI300,CNY,USD,CHECK,CHECK,index_multiplier_conversion_needed,Y,LIMITED_OR_NIGHT_SESSION_OVERLAP,DOMESTIC_FOREIGN_ETF_RELATED,GLOBAL_MACRO_HEDGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_INDEX_RELATED_FUT_CFFEX_IF_FUT_SGX_CN,FUT_CFFEX_IF,FUT_SGX_CN,IF,CN,沪深300股指期货,SGX富时中国A50期货,FUTURE,FUTURE,CFFEX,SGX,CN,SG,CSI300,CNY,USD,CHECK,CHECK,index_multiplier_conversion_needed,Y,PARTIAL_ASIA_HOURS_OVERLAP,DOMESTIC_FOREIGN_INDEX_RELATED,GLOBAL_MACRO_HEDGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
DOMESTIC_FOREIGN_INDEX_RELATED_FUT_CFFEX_IH_FUT_SGX_CN_SSE50,FUT_CFFEX_IH,FUT_SGX_CN_SSE50,IH,CN,上证50股指期货,SGX富时中国A50期货,FUTURE,FUTURE,CFFEX,SGX,CN,SG,SSE50,CNY,USD,CHECK,CHECK,index_multiplier_conversion_needed,Y,PARTIAL_ASIA_HOURS_OVERLAP,DOMESTIC_FOREIGN_INDEX_RELATED,GLOBAL_MACRO_HEDGE,BIDIRECTIONAL_WITH_FX_AND_HOURS_CONSTRAINT,MEDIUM,STEP7_BUILT_IN_MANUAL_RULES,FOREIGN_MAPPING_CANDIDATE_NEED_REVIEW,基于内置规则生成，单位换算、汇率换算和交易时间重叠需后续细化。
