asset_id,symbol,name_cn,asset_type,subtype,exchange_code,exchange_name,country,currency,contract_month_rule,contract_rule_code,contract_rule_desc_cn,contract_rule_params,listed_contract_count_rule,expiry_rule,expiry_rule_code,last_trading_day_rule,delivery_day_rule,exercise_rule,exercise_type,settlement_type,contract_multiplier,contract_unit,tick_size,quote_unit,price_limit_rule,margin_rule,trading_hours,night_trading,position_limit_rule,delivery_rule,rule_parseable,data_source_1,data_source_2,source_status,update_date,notes,observed_delivery_months,sample_last_ddate,official_source_name,official_source_url,review_status,review_notes,akshare_update_time,special_review_flag,special_review_reason,final_rule_status,static_rule_missing_fields
FUT_CZCE_PK,PK,花生,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,"1,3,4,5,10,11,12",INFERRED_FIXED_MONTHS,根据已上市合约观察到的固定月份组合,"months=1,3,4,5,10,11,12",根据已上市合约月份推断，需复核,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,5,吨,2.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,"每周一至周五,9:00-11:30和13:30-15:00（北京时间 法定节假日除外）",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,3,4,5,10,11,12",20270519,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_PL,PL,丙烯,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,20,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270519,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_PM,PM,普麦,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1、3、5、7、9、11月,ODD_MONTHS,基数月,"months=1,3,5,7,9,11",基数月合约,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,50,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.4; margin_rate_short=0.4; update_time=2026-05-22 12:38:28,上午9:00-11:30，下午13:30-15:00，以及交易所规定的其他时间,CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,3,5,7,9,11",20270519,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_PR,PR,瓶片,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,15,吨,2.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,"每周一至周五,9:00-11:30和13:30-15:00,下午21:00-23:00(夜盘)（北京时间 法定节假日除外）",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270519,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_PX,PX,对二甲苯,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,5,吨,2.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,"每周一至周五,9:00-11:30和13:30-15:00,下午21:00-23:00(夜盘)（北京时间 法定节假日除外）",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270519,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_RI,RI,早籼稻,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1、3、5、7、9、11月,ODD_MONTHS,基数月,"months=1,3,5,7,9,11",基数月合约,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,20,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.25; margin_rate_short=0.25; update_time=2026-05-22 12:38:28,上午9:00-11:30，下午13:30-15:00，以及交易所规定的其他时间,CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,3,5,7,9,11",20270519,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_RM,RM,菜粕,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,"1,3,5,7,8,9,11",INFERRED_FIXED_MONTHS,根据已上市合约观察到的固定月份组合,"months=1,3,5,7,8,9,11",根据已上市合约月份推断，需复核,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,10,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,3,5,7,8,9,11",20270519,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_RO,RO,菜油,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1、3、5、7、9、11月,ODD_MONTHS,基数月,"months=1,3,5,7,9,11",基数月合约,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,TODO,吨,TODO,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,"每周一至周五(北京时间法定节假日除外)上午9:00-11:30,下午13:30-15:00",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review,"1,3,5,7,9,11",20130517,,,,,,Y,SPECIAL_OR_INACTIVE_OR_NON_STANDARD_CONTRACT_NEED_REVIEW,SPECIAL_OR_INACTIVE_NEED_REVIEW,tick_size;last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_RS,RS,菜籽,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,"7,8,9,11",INFERRED_FIXED_MONTHS,根据已上市合约观察到的固定月份组合,"months=7,8,9,11",根据已上市合约月份推断，需复核,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,10,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.4; margin_rate_short=0.4; update_time=2026-05-22 12:38:28,上午9:00-11:30，下午13:30-15:00，以及交易所规定的其他时间,CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","7,8,9,11",20261118,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_SA,SA,纯碱,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,20,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.09; margin_rate_short=0.09; update_time=2026-05-22 12:38:28,"每周一至周五,9:00-11:30和13:30-15:00,下午21:00-23:00(夜盘)（北京时间 法定节假日除外）",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270519,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_SF,SF,硅铁,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,5,吨,2.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.08; margin_rate_short=0.08; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,以及交易所规定的其他时间",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270519,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_SH,SH,烧碱,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,30,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.08; margin_rate_short=0.08; update_time=2026-05-22 12:38:28,"每周一至周五,9:00-11:30和13:30-15:00,下午21:00-23:00(夜盘)（北京时间 法定节假日除外）",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270519,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_SM,SM,锰硅,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,5,吨,2.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.08; margin_rate_short=0.08; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,以及交易所规定的其他时间",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270519,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_SR,SR,白糖,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1、3、5、7、9、11月,ODD_MONTHS,基数月,"months=1,3,5,7,9,11",基数月合约,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,10,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.06; margin_rate_short=0.06; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,3,5,7,9,11",20270519,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_TA,TA,PTA,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,5,吨,2.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.07; margin_rate_short=0.07; update_time=2026-05-22 12:38:28,"上午9:00-11:30,下午13:30-15:00,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270519,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_TC,TC,动力煤,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,TODO,吨,TODO,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,"上午9:00-11:30,下午13:30-15:00,以及交易所规定的其他交易时间,下午21:00-23:00(夜盘)",CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review,"1,2,3,4,5,6,7,8,9,10,11,12",20160412,,,,,,Y,SPECIAL_OR_INACTIVE_OR_NON_STANDARD_CONTRACT_NEED_REVIEW,SPECIAL_OR_INACTIVE_NEED_REVIEW,tick_size;last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_UR,UR,尿素,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1-12月,CONTINUOUS_12_MONTHS,连续12个月,"months=1,2,3,4,5,6,7,8,9,10,11,12",连续12个月,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,20,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.08; margin_rate_short=0.08; update_time=2026-05-22 12:38:28,上午9:00-11:30 下午1:30-3:00及交易所规定的其他交易时间,CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,2,3,4,5,6,7,8,9,10,11,12",20270519,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_WH,WH,强麦,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1、3、5、7、9、11月,ODD_MONTHS,基数月,"months=1,3,5,7,9,11",基数月合约,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,20,吨,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,AKShare/OpenCTP margin_rate_long=0.4; margin_rate_short=0.4; update_time=2026-05-22 12:38:28,上午9:00-11:30，下午13:30-15:00，以及交易所规定的其他时间,CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,"由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | akshare_openctp_fill: filled contract_multiplier/tick_size/margin_rule, need review | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review","1,3,5,7,9,11",20270620,,,,,2026-05-22 12:38:28,N,,INFERRED_NEED_REVIEW,last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_WS,WS,强麦,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1、3、5、7、9、11月,ODD_MONTHS,基数月,"months=1,3,5,7,9,11",基数月合约,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,TODO,吨,TODO,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上午9:00-11:30，下午13:30-15:00，以及交易所规定的其他时间,CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review,"1,3,5,7,9,11",20130531,,,,,,Y,SPECIAL_OR_INACTIVE_OR_NON_STANDARD_CONTRACT_NEED_REVIEW,SPECIAL_OR_INACTIVE_NEED_REVIEW,tick_size;last_trading_day_rule;settlement_type;delivery_rule
FUT_CZCE_WT,WT,硬麦,FUTURE,COMMODITY_FUTURE,CZCE,郑州商品交易所,CN,CNY,1、3、5、7、9、11月,ODD_MONTHS,基数月,"months=1,3,5,7,9,11",基数月合约,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,CHECK,NA_NOT_APPLICABLE,NA_NOT_APPLICABLE,CHECK,TODO,吨,TODO,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,上午9:00-11:30，下午13:30-15:00，以及交易所规定的其他时间,CHECK,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK,N,Tushare,ExchangeOfficialWebsite,INFERRED_FROM_TUSHARE_LISTED_CONTRACTS_NEED_REVIEW,2026-05-22,由 futures_master 自动生成交易规则详情表骨架，规则字段后续需根据交易所官网或人工规则表补充。 | auto_filled_from_tushare: trading_hours/observed_delivery_months/sample_last_ddate | inferred_contract_month_rule_from_tushare_observed_delivery_months: need review,"1,3,5,7,9,11",20121130,,,,,,Y,SPECIAL_OR_INACTIVE_OR_NON_STANDARD_CONTRACT_NEED_REVIEW,SPECIAL_OR_INACTIVE_NEED_REVIEW,tick_size;last_trading_day_rule;settlement_type;delivery_rule
