mapping_id,asset_id_a,asset_id_b,symbol_a,symbol_b,name_a,name_b,asset_type_a,asset_type_b,exchange_a,exchange_b,underlying_group,relation_type,strategy_type,market_relation,tradable_check,direction_supported,long_short_note,mapping_confidence,data_source_1,data_source_2,source_status,notes
ETF_INDEX_ETF_SSE_588150_INDEX_SSE50,ETF_SSE_588150,INDEX_SSE50,588150,000016,科创50ETF南方,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588180_INDEX_SSE50,ETF_SSE_588180,INDEX_SSE50,588180,000016,科创50ETF国联安,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588200_INDEX_CHIP,ETF_SSE_588200,INDEX_CHIP,588200,000685,科创芯片ETF嘉实,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588280_INDEX_SSE50,ETF_SSE_588280,INDEX_SSE50,588280,000016,科创50ETF华安,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588290_INDEX_CHIP,ETF_SSE_588290,INDEX_CHIP,588290,000685,科创芯片ETF华安,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588300_INDEX_SSE50,ETF_SSE_588300,INDEX_SSE50,588300,000016,科创创业50ETF招商,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588330_INDEX_SSE50,ETF_SSE_588330,INDEX_SSE50,588330,000016,双创50ETF华宝,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588350_INDEX_SSE50,ETF_SSE_588350,INDEX_SSE50,588350,000016,科创创业50ETF鹏扬,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588370_INDEX_STAR50,ETF_SSE_588370,INDEX_STAR50,588370,000688,科创50增强ETF南方,科创50,ETF,INDEX,SSE,SSE,STAR50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588450_INDEX_STAR50,ETF_SSE_588450,INDEX_STAR50,588450,000688,科创50增强ETF招商,科创50,ETF,INDEX,SSE,SSE,STAR50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588460_INDEX_STAR50,ETF_SSE_588460,INDEX_STAR50,588460,000688,科创50增强ETF鹏华,科创50,ETF,INDEX,SSE,SSE,STAR50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588660_INDEX_SSE50,ETF_SSE_588660,INDEX_SSE50,588660,000016,科创创业50ETF兴银,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588720_INDEX_SSE50,ETF_SSE_588720,INDEX_SSE50,588720,000016,科创50ETF中银,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588750_INDEX_CHIP,ETF_SSE_588750,INDEX_CHIP,588750,000685,科创芯片ETF汇添富,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588780_INDEX_CHIP,ETF_SSE_588780,INDEX_CHIP,588780,000685,科创芯片设计ETF国联安,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588810_INDEX_CHIP,ETF_SSE_588810,INDEX_CHIP,588810,000685,科创芯片ETF富国,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588840_INDEX_SSE50,ETF_SSE_588840,INDEX_SSE50,588840,000016,科创50ETF万家,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588870_INDEX_SSE50,ETF_SSE_588870,INDEX_SSE50,588870,000016,科创50ETF汇添富,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588890_INDEX_CHIP,ETF_SSE_588890,INDEX_CHIP,588890,000685,科创芯片ETF南方,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588920_INDEX_CHIP,ETF_SSE_588920,INDEX_CHIP,588920,000685,科创芯片ETF鹏华,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588940_INDEX_SSE50,ETF_SSE_588940,INDEX_SSE50,588940,000016,科创50ETF富国,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588950_INDEX_SSE50,ETF_SSE_588950,INDEX_SSE50,588950,000016,科创50ETF景顺,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_588990_INDEX_CHIP,ETF_SSE_588990,INDEX_CHIP,588990,000685,科创芯片ETF博时,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_589030_INDEX_CHIP,ETF_SSE_589030,INDEX_CHIP,589030,000685,科创芯片设计ETF易方达,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_589070_INDEX_CHIP,ETF_SSE_589070,INDEX_CHIP,589070,000685,科创芯片设计ETF天弘,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_589100_INDEX_CHIP,ETF_SSE_589100,INDEX_CHIP,589100,000685,科创芯片ETF国泰,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_589130_INDEX_CHIP,ETF_SSE_589130,INDEX_CHIP,589130,000685,科创芯片ETF易方达,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_589150_INDEX_SSE50,ETF_SSE_589150,INDEX_SSE50,589150,000016,科创50ETF平安,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_589160_INDEX_CHIP,ETF_SSE_589160,INDEX_CHIP,589160,000685,科创芯片ETF广发,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_589170_INDEX_CHIP,ETF_SSE_589170,INDEX_CHIP,589170,000685,科创芯片设计ETF鹏华,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_589190_INDEX_CHIP,ETF_SSE_589190,INDEX_CHIP,589190,000685,科创芯片ETF华宝,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_589210_INDEX_CHIP,ETF_SSE_589210,INDEX_CHIP,589210,000685,科创芯片设计ETF广发,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_589250_INDEX_CHIP,ETF_SSE_589250,INDEX_CHIP,589250,000685,科创芯片设计ETF浦银,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_589260_INDEX_CHIP,ETF_SSE_589260,INDEX_CHIP,589260,000685,科创芯片设计ETF国泰,科创芯片,ETF,INDEX,SSE,SSE,CHIP,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SSE_589850_INDEX_SSE50,ETF_SSE_589850,INDEX_SSE50,589850,000016,科创50ETF东财,上证50,ETF,INDEX,SSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SZSE_159009_INDEX_CHINEXT,ETF_SZSE_159009,INDEX_CHINEXT,159009,399006,创业板新能源ETF易方达,创业板指,ETF,INDEX,SZSE,SZSE,CHINEXT,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SZSE_159107_INDEX_CHINEXT,ETF_SZSE_159107,INDEX_CHINEXT,159107,399006,创业板软件ETF富国,创业板指,ETF,INDEX,SZSE,SZSE,CHINEXT,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SZSE_159109_INDEX_SSE50,ETF_SZSE_159109,INDEX_SSE50,159109,000016,恒生50ETF景顺,上证50,ETF,INDEX,SZSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SZSE_159117_INDEX_SSE_DIVIDEND,ETF_SZSE_159117,INDEX_SSE_DIVIDEND,159117,000015,港股通红利低波ETF鹏华,红利指数,ETF,INDEX,SZSE,SSE,SSE_DIVIDEND,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SZSE_159118_INDEX_SSE_DIVIDEND,ETF_SZSE_159118,INDEX_SSE_DIVIDEND,159118,000015,港股通红利低波ETF华夏,红利指数,ETF,INDEX,SZSE,SSE,SSE_DIVIDEND,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SZSE_159122_INDEX_CHINEXT,ETF_SZSE_159122,INDEX_CHINEXT,159122,399006,创业板新能源ETF富国,创业板指,ETF,INDEX,SZSE,SZSE,CHINEXT,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SZSE_159126_INDEX_SSE50,ETF_SZSE_159126,INDEX_SSE50,159126,000016,港股通50ETF南方,上证50,ETF,INDEX,SZSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SZSE_159127_INDEX_SSE_DIVIDEND,ETF_SZSE_159127,INDEX_SSE_DIVIDEND,159127,000015,港股通红利ETF南方,红利指数,ETF,INDEX,SZSE,SSE,SSE_DIVIDEND,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SZSE_159136_INDEX_SSE50,ETF_SZSE_159136,INDEX_SSE50,159136,000016,A50ETF广发,上证50,ETF,INDEX,SZSE,SSE,SSE50,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
ETF_INDEX_ETF_SZSE_159143_INDEX_SSE_DIVIDEND,ETF_SZSE_159143,INDEX_SSE_DIVIDEND,159143,000015,港股通央企红利ETF平安,红利指数,ETF,INDEX,SZSE,SSE,SSE_DIVIDEND,ETF_INDEX,ETF_PREMIUM_DISCOUNT_ARBITRAGE,CN_DOMESTIC,CHECK,INDEX_REFERENCE_ONLY,指数为参考标的，不直接交易。,HIGH,asset_master_for_mapping_patched,underlying_mapping_fixed,DOMESTIC_MAPPING_FIXED_CANDIDATE_NEED_REVIEW,根据 Step 5.1 patched asset master 和 fixed underlying_mapping 自动生成国内跨市场映射候选，非套利计算结果。
