mapping_id,future_asset_id,spot_asset_id,future_symbol,spot_symbol,future_name,spot_name,exchange_code,exchange_name,underlying_group,relation_type,strategy_type,mapping_role,tradable_check,direction_supported,price_source_needed,relation_desc_cn
SPOT_MAP_FUT_DCE_PP_SPOT_CN_POLYPROPYLENE,FUT_DCE_PP,SPOT_CN_POLYPROPYLENE,PP,POLYPROPYLENE,聚丙烯,聚丙烯现货,DCE,大连商品交易所,POLYPROPYLENE,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_DCE_PP_F_SPOT_CN_POLYPROPYLENE,FUT_DCE_PP_F,SPOT_CN_POLYPROPYLENE,PP_F,POLYPROPYLENE,聚丙烯月均价F,聚丙烯现货,DCE,大连商品交易所,POLYPROPYLENE,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_DCE_RR_SPOT_CN_JAPONICA_RICE,FUT_DCE_RR,SPOT_CN_JAPONICA_RICE,RR,JAPONICA_RICE,粳米,粳米现货,DCE,大连商品交易所,JAPONICA_RICE,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_DCE_V_SPOT_CN_PVC,FUT_DCE_V,SPOT_CN_PVC,V,PVC,PVC,PVC现货,DCE,大连商品交易所,PVC,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_DCE_V_F_SPOT_CN_PVC,FUT_DCE_V_F,SPOT_CN_PVC,V_F,PVC,PVC月均价F,PVC现货,DCE,大连商品交易所,PVC,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_DCE_Y_SPOT_CN_SOYBEAN_OIL,FUT_DCE_Y,SPOT_CN_SOYBEAN_OIL,Y,SOYBEAN_OIL,豆油,豆油现货,DCE,大连商品交易所,SOYBEAN_OIL,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_GFEX_LC_SPOT_CN_LITHIUM_CARBONATE,FUT_GFEX_LC,SPOT_CN_LITHIUM_CARBONATE,LC,LITHIUM_CARBONATE,碳酸锂,碳酸锂现货,GFEX,广州期货交易所,LITHIUM_CARBONATE,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_GFEX_PD_SPOT_CN_PALLADIUM,FUT_GFEX_PD,SPOT_CN_PALLADIUM,PD,PALLADIUM,钯,钯现货,GFEX,广州期货交易所,PALLADIUM,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_GFEX_PS_SPOT_CN_POLYSILICON,FUT_GFEX_PS,SPOT_CN_POLYSILICON,PS,POLYSILICON,多晶硅,多晶硅现货,GFEX,广州期货交易所,POLYSILICON,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_GFEX_PT_SPOT_CN_PLATINUM,FUT_GFEX_PT,SPOT_CN_PLATINUM,PT,PLATINUM,铂,铂现货,GFEX,广州期货交易所,PLATINUM,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_GFEX_SI_SPOT_CN_INDUSTRIAL_SILICON,FUT_GFEX_SI,SPOT_CN_INDUSTRIAL_SILICON,SI,INDUSTRIAL_SILICON,工业硅,工业硅现货,GFEX,广州期货交易所,INDUSTRIAL_SILICON,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_INE_BC_SPOT_CN_COPPER,FUT_INE_BC,SPOT_CN_COPPER,BC,COPPER,国际铜,铜现货,INE,上海国际能源交易中心,COPPER,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_INE_EC_SPOT_CN_CONTAINER_SHIPPING_INDEX_EUROPE,FUT_INE_EC,SPOT_CN_CONTAINER_SHIPPING_INDEX_EUROPE,EC,CONTAINER_SHIPPING_INDEX_EUROPE,集运指数(欧线),集运欧线现货参考,INE,上海国际能源交易中心,CONTAINER_SHIPPING_INDEX_EUROPE,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_INE_LU_SPOT_CN_LOW_SULFUR_FUEL_OIL,FUT_INE_LU,SPOT_CN_LOW_SULFUR_FUEL_OIL,LU,LOW_SULFUR_FUEL_OIL,低硫燃料油,低硫燃料油现货,INE,上海国际能源交易中心,LOW_SULFUR_FUEL_OIL,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_INE_NR_SPOT_CN_NATURAL_RUBBER,FUT_INE_NR,SPOT_CN_NATURAL_RUBBER,NR,NATURAL_RUBBER,号胶,NATURAL_RUBBER现货,INE,上海国际能源交易中心,NATURAL_RUBBER,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_INE_SC_SPOT_CN_CRUDE_OIL,FUT_INE_SC,SPOT_CN_CRUDE_OIL,SC,CRUDE_OIL,原油,原油现货,INE,上海国际能源交易中心,CRUDE_OIL,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_INE_SCTAS_SPOT_CN_CRUDE_OIL,FUT_INE_SCTAS,SPOT_CN_CRUDE_OIL,SCTAS,CRUDE_OIL,原油,原油现货,INE,上海国际能源交易中心,CRUDE_OIL,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_AD_SPOT_CN_CAST_ALUMINUM_ALLOY,FUT_SHFE_AD,SPOT_CN_CAST_ALUMINUM_ALLOY,AD,CAST_ALUMINUM_ALLOY,铸造铝合金,铸造铝合金现货,SHFE,上海期货交易所,CAST_ALUMINUM_ALLOY,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_AG_SPOT_CN_SILVER,FUT_SHFE_AG,SPOT_CN_SILVER,AG,SILVER,沪银,白银现货,SHFE,上海期货交易所,SILVER,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_AL_SPOT_CN_ALUMINUM,FUT_SHFE_AL,SPOT_CN_ALUMINUM,AL,ALUMINUM,沪铝,铝现货,SHFE,上海期货交易所,ALUMINUM,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_AO_SPOT_CN_ALUMINA,FUT_SHFE_AO,SPOT_CN_ALUMINA,AO,ALUMINA,氧化铝,氧化铝现货,SHFE,上海期货交易所,ALUMINA,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_AU_SPOT_CN_GOLD,FUT_SHFE_AU,SPOT_CN_GOLD,AU,GOLD,沪金,黄金现货,SHFE,上海期货交易所,GOLD,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_BR_SPOT_CN_BUTADIENE_RUBBER,FUT_SHFE_BR,SPOT_CN_BUTADIENE_RUBBER,BR,BUTADIENE_RUBBER,丁二烯橡胶,丁二烯橡胶现货,SHFE,上海期货交易所,BUTADIENE_RUBBER,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_BU_SPOT_CN_BITUMEN,FUT_SHFE_BU,SPOT_CN_BITUMEN,BU,BITUMEN,沥青,沥青现货,SHFE,上海期货交易所,BITUMEN,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_CU_SPOT_CN_COPPER,FUT_SHFE_CU,SPOT_CN_COPPER,CU,COPPER,沪铜,铜现货,SHFE,上海期货交易所,COPPER,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_FU_SPOT_CN_FUEL_OIL,FUT_SHFE_FU,SPOT_CN_FUEL_OIL,FU,FUEL_OIL,燃油,燃料油现货,SHFE,上海期货交易所,FUEL_OIL,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_HC_SPOT_CN_HOT_ROLLED_COIL,FUT_SHFE_HC,SPOT_CN_HOT_ROLLED_COIL,HC,HOT_ROLLED_COIL,热轧卷板,热轧卷板现货,SHFE,上海期货交易所,HOT_ROLLED_COIL,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_NI_SPOT_CN_NICKEL,FUT_SHFE_NI,SPOT_CN_NICKEL,NI,NICKEL,沪镍,镍现货,SHFE,上海期货交易所,NICKEL,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_OP_SPOT_CN_OFFSET_PAPER,FUT_SHFE_OP,SPOT_CN_OFFSET_PAPER,OP,OFFSET_PAPER,双胶纸,胶版印刷纸现货,SHFE,上海期货交易所,OFFSET_PAPER,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_PB_SPOT_CN_LEAD,FUT_SHFE_PB,SPOT_CN_LEAD,PB,LEAD,沪铅,铅现货,SHFE,上海期货交易所,LEAD,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_RB_SPOT_CN_REBAR,FUT_SHFE_RB,SPOT_CN_REBAR,RB,REBAR,螺纹钢,螺纹钢现货,SHFE,上海期货交易所,REBAR,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_RU_SPOT_CN_NATURAL_RUBBER,FUT_SHFE_RU,SPOT_CN_NATURAL_RUBBER,RU,NATURAL_RUBBER,橡胶,NATURAL_RUBBER现货,SHFE,上海期货交易所,NATURAL_RUBBER,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_SN_SPOT_CN_TIN,FUT_SHFE_SN,SPOT_CN_TIN,SN,TIN,沪锡,锡现货,SHFE,上海期货交易所,TIN,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_SP_SPOT_CN_PULP,FUT_SHFE_SP,SPOT_CN_PULP,SP,PULP,纸浆,纸浆现货,SHFE,上海期货交易所,PULP,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_SS_SPOT_CN_STAINLESS_STEEL,FUT_SHFE_SS,SPOT_CN_STAINLESS_STEEL,SS,STAINLESS_STEEL,不锈钢,STAINLESS_STEEL现货,SHFE,上海期货交易所,STAINLESS_STEEL,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_WR_SPOT_CN_WIRE_ROD,FUT_SHFE_WR,SPOT_CN_WIRE_ROD,WR,WIRE_ROD,线材,WIRE_ROD现货,SHFE,上海期货交易所,WIRE_ROD,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
SPOT_MAP_FUT_SHFE_ZN_SPOT_CN_ZINC,FUT_SHFE_ZN,SPOT_CN_ZINC,ZN,ZINC,沪锌,锌现货,SHFE,上海期货交易所,ZINC,FUTURE_SPOT,FUTURE_SPOT_BASIS,COMMODITY_SPOT,FUTURE_TRADABLE_SPOT_REFERENCE,LONG_SPOT_SHORT_FUTURE_OR_REVERSE_NEED_CASH_MARKET,Y,期货与对应商品现货之间的映射，可用于期现基差、仓单和现货价格联动分析。
